ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDER LINE NUMBER,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,MONTH-YEAR,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE1,ADDRESS LINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEALSIZE
10313,29,$100.00,"$2,900.00",2,10/22/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,122,S18_2319,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10324,33,$37.48,"$1,236.84",10,11-05-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,122,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10334,46,$100.00,"$4,600.00",6,11/19/2004,On Hold,4,11,2004,2004-11,Trucks and Buses,122,S18_2319,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10349,38,$100.00,"$3,800.00",7,12-01-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,122,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358,20,$36.42,$728.40,11,12-10-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10370,22,$100.00,"$2,200.00",5,1/20/2005,Shipped,1,1,2005,2005-01,Trucks and Buses,122,S18_2319,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10383,27,$100.00,"$2,700.00",11,2/22/2005,Shipped,1,2,2005,2005-02,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10412,56,$98.18,"$5,498.08",8,05-03-2005,Shipped,2,5,2005,2005-05,Trucks and Buses,122,S18_2319,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,38,$99.41,"$3,777.58",7,5/31/2005,In Process,2,5,2005,2005-05,Trucks and Buses,122,S18_2319,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10101,25,$100.00,"$2,500.00",4,01-09-2003,Shipped,1,1,2003,2003-01,Vintage Cars,127,S18_2325,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,33,$100.00,"$3,300.00",4,3/18/2003,Shipped,1,3,2003,2003-03,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,42,$100.00,"$4,200.00",3,5/21/2003,Shipped,2,5,2003,2003-05,Vintage Cars,127,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10149,33,$100.00,"$3,300.00",8,09-12-2003,Shipped,3,9,2003,2003-09,Vintage Cars,127,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,38,$100.00,"$3,800.00",6,10/18/2003,Shipped,4,10,2003,2003-10,Vintage Cars,127,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,31,$100.00,"$3,100.00",10,11-05-2003,Shipped,4,11,2003,2003-11,Vintage Cars,127,S18_2325,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,20,$100.00,"$2,000.00",7,11-12-2003,Shipped,4,11,2003,2003-11,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,44,$100.00,"$4,400.00",11,11/21/2003,Shipped,4,11,2003,2003-11,Vintage Cars,127,S18_2325,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10204,26,$100.00,"$2,600.00",1,12-02-2003,Shipped,4,12,2003,2003-12,Vintage Cars,127,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10214,27,$100.00,"$2,700.00",4,1/26/2004,Shipped,1,1,2004,2004-01,Vintage Cars,127,S18_2325,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10227,46,$100.00,"$4,600.00",7,03-02-2004,Shipped,1,3,2004,2004-03,Vintage Cars,127,S18_2325,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large
10243,47,$100.00,"$4,700.00",2,4/26/2004,Shipped,2,4,2004,2004-04,Vintage Cars,127,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10280,37,$100.00,"$3,700.00",13,8/17/2004,Shipped,3,8,2004,2004-08,Vintage Cars,127,S18_2325,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,31,$100.00,"$3,100.00",2,09-01-2004,Shipped,3,9,2004,2004-09,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10304,24,$100.00,"$2,400.00",17,10-11-2004,Shipped,4,10,2004,2004-10,Vintage Cars,127,S18_2325,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,31,$100.00,"$3,100.00",14,10/21/2004,Shipped,4,10,2004,2004-10,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,50,$100.00,"$5,000.00",6,11-04-2004,Shipped,4,11,2004,2004-11,Vintage Cars,127,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Large
10332,35,$64.69,"$2,264.15",8,11/17/2004,Shipped,4,11,2004,2004-11,Vintage Cars,127,S18_2325,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10344,30,$100.00,"$3,000.00",3,11/25/2004,Shipped,4,11,2004,2004-11,Vintage Cars,127,S18_2325,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10356,29,$100.00,"$2,900.00",3,12-09-2004,Shipped,4,12,2004,2004-12,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,27,$100.00,"$2,700.00",5,01-12-2005,Resolved,1,1,2005,2005-01,Vintage Cars,127,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10380,40,$100.00,"$4,000.00",10,2/16/2005,Shipped,1,2,2005,2005-02,Vintage Cars,127,S18_2325,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10390,31,$98.99,"$3,068.69",16,03-04-2005,Shipped,1,3,2005,2005-03,Vintage Cars,127,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10409,6,$100.00,$600.00,2,4/23/2005,Shipped,2,4,2005,2005-04,Vintage Cars,127,S18_2325,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10420,45,$100.00,"$4,500.00",2,5/29/2005,In Process,2,5,2005,2005-05,Vintage Cars,127,S18_2325,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10103,22,$54.09,"$1,189.98",2,1/29/2003,Shipped,1,1,2003,2003-01,Trucks and Buses,60,S18_2432,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10114,45,$68.67,"$3,090.15",6,04-01-2003,Shipped,2,4,2003,2003-04,Trucks and Buses,60,S18_2432,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10126,43,$65.02,"$2,795.86",2,5/28/2003,Shipped,2,5,2003,2003-05,Trucks and Buses,60,S18_2432,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Small
10140,46,$61.99,"$2,851.54",2,7/24/2003,Shipped,3,7,2003,2003-07,Trucks and Buses,60,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10151,39,$69.28,"$2,701.92",9,9/21/2003,Shipped,3,9,2003,2003-09,Trucks and Buses,60,S18_2432,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10165,31,$71.10,"$2,204.10",18,10/22/2003,Shipped,4,10,2003,2003-10,Trucks and Buses,60,S18_2432,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10175,41,$69.28,"$2,840.48",7,11-06-2003,Shipped,4,11,2003,2003-11,Trucks and Buses,60,S18_2432,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,44,$60.16,"$2,647.04",12,11/14/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,60,S18_2432,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small
10194,45,$70.49,"$3,172.05",2,11/25/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,60,S18_2432,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,37,$69.89,"$2,585.93",13,12-09-2003,Shipped,4,12,2003,2003-12,Trucks and Buses,60,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small
10217,35,$61.38,"$2,148.30",2,02-04-2004,Shipped,1,2,2004,2004-02,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10229,28,$59.55,"$1,667.40",7,03-11-2004,Shipped,1,3,2004,2004-03,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10246,30,$61.99,"$1,859.70",11,05-05-2004,Shipped,2,5,2004,2004-05,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10259,30,$49.22,"$1,476.60",10,6/15/2004,Shipped,2,6,2004,2004-06,Trucks and Buses,60,S18_2432,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10271,25,$69.28,"$1,732.00",11,7/20/2004,Shipped,3,7,2004,2004-07,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10281,29,$57.73,"$1,674.17",7,8/19/2004,Shipped,3,8,2004,2004-08,Trucks and Buses,60,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291,26,$57.73,"$1,500.98",2,09-08-2004,Shipped,3,9,2004,2004-09,Trucks and Buses,60,S18_2432,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10305,41,$53.48,"$2,192.68",11,10/13/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,60,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10313,34,$52.87,"$1,797.58",5,10/22/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,60,S18_2432,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10322,35,$61.21,"$2,142.35",11,11-04-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,60,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10334,34,$61.38,"$2,086.92",1,11/19/2004,On Hold,4,11,2004,2004-11,Trucks and Buses,60,S18_2432,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10347,50,$100.00,"$5,000.00",8,11/29/2004,Shipped,4,11,2004,2004-11,Trucks and Buses,60,S18_2432,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,41,$61.99,"$2,541.59",7,12-10-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,60,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10370,22,$96.86,"$2,130.92",7,1/20/2005,Shipped,1,1,2005,2005-01,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10381,35,$48.62,"$1,701.70",7,2/17/2005,Shipped,1,2,2005,2005-02,Trucks and Buses,60,S18_2432,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10391,44,$38.50,"$1,694.00",5,03-09-2005,Shipped,1,3,2005,2005-03,Trucks and Buses,60,S18_2432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10412,47,$61.99,"$2,913.53",11,05-03-2005,Shipped,2,5,2005,2005-05,Trucks and Buses,60,S18_2432,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10425,19,$49.22,$935.18,10,5/31/2005,In Process,2,5,2005,2005-05,Trucks and Buses,60,S18_2432,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10106,34,$90.39,"$3,073.26",2,2/17/2003,Shipped,1,2,2003,2003-02,Planes,84,S18_2581,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10120,29,$71.81,"$2,082.49",8,4/29/2003,Shipped,2,4,2003,2003-04,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10133,49,$69.27,"$3,394.23",3,6/27/2003,Shipped,2,6,2003,2003-06,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10145,30,$85.32,"$2,559.60",14,8/25/2003,Shipped,3,8,2003,2003-08,Planes,84,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10168,21,$70.96,"$1,490.16",9,10/28/2003,Shipped,4,10,2003,2003-10,Planes,84,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10210,50,$76.88,"$3,844.00",7,01-12-2004,Shipped,1,1,2004,2004-01,Planes,84,S18_2581,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10223,47,$100.00,"$4,700.00",9,2/20/2004,Shipped,1,2,2004,2004-02,Planes,84,S18_2581,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10235,24,$76.03,"$1,824.72",3,04-02-2004,Shipped,2,4,2004,2004-04,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small
10250,27,$98.84,"$2,668.68",4,05-11-2004,Shipped,2,5,2004,2004-05,Planes,84,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10263,33,$86.17,"$2,843.61",10,6/28/2004,Shipped,2,6,2004,2004-06,Planes,84,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,35,$90.39,"$3,163.65",9,7/23/2004,Shipped,3,7,2004,2004-07,Planes,84,S18_2581,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10284,31,$71.81,"$2,226.11",1,8/21/2004,Shipped,3,8,2004,2004-08,Planes,84,S18_2581,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small
10297,25,$82.79,"$2,069.75",4,9/16/2004,Shipped,3,9,2004,2004-09,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small
10308,27,$82.79,"$2,235.33",7,10/15/2004,Shipped,4,10,2004,2004-10,Planes,84,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,31,$100.00,"$3,100.00",9,11-02-2004,Shipped,4,11,2004,2004-11,Planes,84,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10327,45,$100.00,"$4,500.00",8,11-10-2004,Resolved,4,11,2004,2004-11,Planes,84,S18_2581,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10339,27,$100.00,"$2,700.00",2,11/23/2004,Shipped,4,11,2004,2004-11,Planes,84,S18_2581,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10353,27,$100.00,"$2,700.00",1,12-04-2004,Shipped,4,12,2004,2004-12,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium
10374,42,$69.27,"$2,909.34",2,02-02-2005,Shipped,1,2,2005,2005-02,Planes,84,S18_2581,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10386,21,$74.77,"$1,570.17",18,03-01-2005,Resolved,1,3,2005,2005-03,Planes,84,S18_2581,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10398,34,$76.88,"$2,613.92",15,3/30/2005,Shipped,1,3,2005,2005-03,Planes,84,S18_2581,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10401,42,$76.03,"$3,193.26",3,04-03-2005,On Hold,2,4,2005,2005-04,Planes,84,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Medium
10416,15,$98.84,"$1,482.60",4,05-10-2005,Shipped,2,5,2005,2005-05,Planes,84,S18_2581,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10107,29,$70.87,"$2,055.23",6,2/24/2003,Shipped,1,2,2003,2003-02,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10120,46,$58.15,"$2,674.90",4,4/29/2003,Shipped,2,4,2003,2003-04,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10134,30,$61.78,"$1,853.40",6,07-01-2003,Shipped,3,7,2003,2003-07,Motorcycles,60,S18_2625,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10145,30,$49.67,"$1,490.10",10,8/25/2003,Shipped,3,8,2003,2003-08,Motorcycles,60,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159,42,$51.48,"$2,162.16",18,10-10-2003,Shipped,4,10,2003,2003-10,Motorcycles,60,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10168,46,$61.18,"$2,814.28",5,10/28/2003,Shipped,4,10,2003,2003-10,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10180,25,$64.20,"$1,605.00",13,11-11-2003,Shipped,4,11,2003,2003-11,Motorcycles,60,S18_2625,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10188,32,$65.42,"$2,093.44",5,11/18/2003,Shipped,4,11,2003,2003-11,Motorcycles,60,S18_2625,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10201,30,$64.81,"$1,944.30",6,12-01-2003,Shipped,4,12,2003,2003-12,Motorcycles,60,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10210,40,$49.67,"$1,986.80",3,01-12-2004,Shipped,1,1,2004,2004-01,Motorcycles,60,S18_2625,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small
10223,28,$60.57,"$1,695.96",5,2/20/2004,Shipped,1,2,2004,2004-02,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10236,23,$55.72,"$1,281.56",2,04-03-2004,Shipped,2,4,2004,2004-04,Motorcycles,60,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10251,29,$61.18,"$1,774.22",6,5/18/2004,Shipped,2,5,2004,2004-05,Motorcycles,60,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small
10263,34,$58.75,"$1,997.50",6,6/28/2004,Shipped,2,6,2004,2004-06,Motorcycles,60,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10275,37,$63.60,"$2,353.20",5,7/23/2004,Shipped,3,7,2004,2004-07,Motorcycles,60,S18_2625,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10285,20,$49.06,$981.20,10,8/27/2004,Shipped,3,8,2004,2004-08,Motorcycles,60,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10298,32,$48.46,"$1,550.72",2,9/27/2004,Shipped,3,9,2004,2004-09,Motorcycles,60,S18_2625,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small
10308,34,$52.09,"$1,771.06",3,10/15/2004,Shipped,4,10,2004,2004-10,Motorcycles,60,S18_2625,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small
10318,42,$52.70,"$2,213.40",5,11-02-2004,Shipped,4,11,2004,2004-11,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10329,38,$100.00,"$3,800.00",12,11/15/2004,Shipped,4,11,2004,2004-11,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10339,30,$62.16,"$1,864.80",1,11/23/2004,Shipped,4,11,2004,2004-11,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small
10362,23,$49.67,"$1,142.41",3,01-05-2005,Shipped,1,1,2005,2005-01,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small
10374,22,$53.30,"$1,172.60",4,02-02-2005,Shipped,1,2,2005,2005-02,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small
10389,39,$100.00,"$3,900.00",5,03-03-2005,Shipped,1,3,2005,2005-03,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10402,55,$55.72,"$3,064.60",2,04-07-2005,Shipped,2,4,2005,2005-04,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
